mjd,r,err_r,i,err_i,g,err_g,z,err_z,B,err_B
55320.5,20.87948828741139,0.27032325419743236,21.037562827142096,0.27825704743029966,21.30691820666175,0.29599190065194025,21.165931961744604,0.30059952594395906,21.211564911040796,0.38103825178854317
55323.61111111111,20.327803935079032,0.18281950802071856,20.492675139385256,0.190595299896111,20.731474317619586,0.2119304159012605,20.626695427200275,0.21588539368376228,20.616990561167768,0.30732331367473376
55326.72222222222,19.848519429869384,0.12111106371945964,20.020560728609553,0.1291954971468362,20.230110849136054,0.15451867160979582,20.160533327497774,0.15780206962356647,20.096510658762895,0.25585345799843656
55329.833333333336,19.442894682777705,0.0825688961999513,19.622346089756547,0.0914652913871028,19.804275902103427,0.11887906854970975,19.768462097138922,0.12235913706306147,19.651849593506313,0.2193187502168118
55332.944444444445,19.10818942122728,0.06336751090838716,19.29512578141339,0.07314430602402311,19.451337172809417,0.09831063540956335,19.44744043085177,0.10349436826800075,19.280672515317065,0.19128387227952034
55336.055555555555,18.838428451399068,0.056279397948148915,19.032732409191226,0.06657541746557148,19.165364099655676,0.08569107953649459,19.191143087969067,0.0938925173390189,18.977366102419865,0.16734530580499907
55339.166666666664,18.625332894856456,0.05348736471710201,18.826673916012055,0.06411732705259346,18.938079295482794,0.07597896880318564,18.99090308680536,0.08780949739964962,18.733987707013966,0.1452544717024604
55342.27777777778,18.459334063108145,0.050920216516287184,18.667154533996268,0.06184390694813777,18.759893857374436,0.06693657587418984,18.836738396712803,0.08233823960587698,18.54129721572542,0.12437063924443488
55345.38888888889,18.33058190789552,0.04768346573972689,18.54409097819621,0.05877286539956109,18.62093633776999,0.0582184149694137,18.718374421419526,0.07661601182989934,18.389781200900416,0.1050018286686156
55348.5,18.22986322725194,0.04414244631787303,18.448038682974243,0.05513770947485706,18.511988521897706,0.050315710915558955,18.62617676960906,0.07074877077039349,18.27058237638653,0.0878881179716877
55351.61111111111,18.14935574070239,0.04085415341104209,18.370953820913314,0.05144832962397321,18.4252524011589,0.04385050550658948,18.551919751585615,0.06516137777486519,18.17625871812413,0.07383969717272283
55354.72222222222,18.08316173031426,0.0381617159938863,18.306734458666824,0.0481409942138563,18.354890791195658,0.03916715984724563,18.489333679449373,0.06031000358531124,18.101314789724597,0.06345872627342006
55357.833333333336,18.027587465466922,0.03616554546221717,18.251506777608483,0.04552240386170812,18.297307159841466,0.036204797481744336,18.434396662726954,0.05659105982536684,18.042471060099047,0.056911692011851554
55360.944444444445,17.981159872083595,0.034891322055228824,18.203647597199506,0.04383010533240055,18.25115613060757,0.03467716425645103,18.38536195451354,0.054317933472031524,17.998663029888235,0.05385398852924383
55364.055555555555,17.94439737602761,0.03445452166799202,18.16355998266556,0.04327323358268924,18.21710225180709,0.03438303922304899,18.342537506146073,0.05367593130421783,17.970788224518742,0.05363226231905473
55367.166666666664,17.91937502831513,0.035054176633723524,18.13324197122347,0.04397139907433155,18.197368388395375,0.0353301703511778,18.307857700477825,0.054634900656756816,17.961242971780507,0.05560543637668794
55370.27777777778,17.90914263189802,0.03678307385711567,18.115707130616215,0.04582704860785286,18.195134170147753,0.037564331954197325,18.2843059672623,0.05688603600188266,17.973310018239204,0.05927438535339729
55373.38888888889,17.91706684244832,0.03943436292175201,18.114327970867407,0.04846157912126595,18.2138574768627,0.04091002856699513,18.275259335046997,0.059877795010571576,18.01047060554106,0.06419263440497691
55376.5,17.9461729852012,0.04249826465070237,18.132178037289407,0.05128857294652788,18.25659680690626,0.04489304520591582,18.283830811572955,0.06293908908172526,18.07571946874873,0.06985504082305163
55379.61111111111,17.998559277915888,0.045328478500561965,18.171445479780573,0.0536673174645645,18.325409213157116,0.04887422094411953,18.31228246763436,0.06542103197598355,18.17095798742264,0.07568787586282708
55382.72222222222,18.074945753052646,0.04733088531324275,18.2329804977677,0.05504976627879459,18.420887789690596,0.052239684308507235,18.36157170564809,0.0668120437496346,18.29652990914275,0.08112368763522426
55385.833333333336,18.174403662801012,0.048095239713702984,18.31602253725714,0.0550856406391129,18.54188571841172,0.05454194436054678,18.431076661739553,0.06681842958360219,18.450946946309102,0.0856969795362744
55388.944444444445,18.294290375722085,0.04746916520735537,18.418132318232438,0.05368705584952932,18.68545253251176,0.05557690930622663,18.518525874563295,0.06541389749309408,18.630830025352793,0.08911603503232067
55392.055555555555,18.430391988522388,0.045589044349988624,18.535330958017028,0.05105798804038139,18.846984837101672,0.055407178457114674,18.62013452095829,0.06285593842705255,18.831068368730826,0.09129264696266703
55395.166666666664,18.577253495846662,0.042869459954721155,18.662426050346994,0.04768329619729656,19.02057072473076,0.054333923078447734,18.7309270939258,0.05965633020425962,19.045175405097268,0.09232641178438972
55398.27777777778,18.728656698870736,0.039933878840971646,18.793484880505105,0.04425397709854757,19.199486909458017,0.052811804410684095,18.845206706528472,0.0564819224939065,19.26580011925836,0.09244926571366244
55401.38888888889,18.878191058359107,0.037453483307437765,18.92239997679411,0.041488966134047976,19.37679219828874,0.051308857952859235,18.95711622254356,0.05396600938076485,19.485336903123994,0.0919456551119541
55404.5,19.019853832391618,0.03589157973650286,19.04348334331229,0.03985285035001474,19.545951784070667,0.05014683481951023,19.061227568525055,0.05246765648422946,19.69656772222129,0.09107399776454023
55407.61111111111,19.148613824164556,0.03528230927731985,19.152023729889322,0.03932205257693535,19.701424741373614,0.04940173667005917,19.153093614210206,0.05191943526957698,19.893268238155144,0.09001865227736106
55410.72222222222,19.260877903768062,0.03525958064715802,19.244746173086924,0.03943626943794185,19.839152041135378,0.04893659308913036,19.2297019183776,0.051903841028977826,20.070714433824378,0.08888978709334938
55413.833333333336,19.35481044880038,0.03534022927477077,19.320124072680414,0.03961670059122657,19.956893643711055,0.048548249417687823,19.289780707644866,0.05190982935315233,20.22603754815384,0.08776248147239694
55416.944444444445,19.430471649432093,0.03521234839283022,19.37850992300116,0.03947235786404483,20.05437942855167,0.048124146156570353,19.333923353860428,0.05157822840246726,20.35839138258865,0.08672185834931188
55420.055555555555,19.489759473546883,0.03484819136684268,19.422069720900026,0.03891906415457797,20.133258057184946,0.04770992064897311,19.364516559602407,0.050810601765496934,20.468915472197693,0.08587701681839846
55423.166666666664,19.536159973261306,0.03443331148873453,19.454526001776742,0.03812064852198062,20.196848280062,0.04745486066451331,19.385477425402996,0.049735017269105404,20.560498147537487,0.08532975729154366
55426.27777777778,19.574329500864565,0.034180112632183124,19.48073337125669,0.03732225803064855,20.249716600149384,0.047477813419534394,19.401823511006,0.04857962878377984,20.637363053555077,0.08512381959439902
55429.38888888889,19.609548447107727,0.03414738203098066,19.506126455080164,0.03667442111663212,20.297121706095595,0.04775927006080997,19.419116064772993,0.04753487629859291,20.70451933825916,0.08523003939551008
55432.5,19.647097848389137,0.034214960714958075,19.53609191099514,0.03617627509096937,20.34437817656567,0.04816599192630257,19.442828305324497,0.04670322391375375,20.767127958762728,0.08561250885166233
55435.61111111111,19.69161666682288,0.03425825088025164,19.57532256822276,0.035805949108300886,20.396198643040123,0.048616357005604925,19.477697031295293,0.04619183731393416,20.82984337533844,0.08636519541360002
55438.72222222222,19.74649833888816,0.03438663545833846,19.627212494196726,0.03574264293510065,20.456074478523306,0.04926819113150983,19.527116521695234,0.04628091129256294,20.896190906080392,0.08783752177805633
55441.833333333336,19.81338050504695,0.03501534724375136,19.693347029019947,0.0364497580087498,20.525750346376583,0.05055069651275904,19.592628867950623,0.04748026372654,20.968035382794824,0.09062591757070064
55444.944444444445,19.891772389758216,0.03660671861622795,19.773132296203016,0.03843046337330262,20.604838327079108,0.05292931115915684,19.673555274398495,0.050320682302755784,21.04518720988068,0.09535983080451242
55448.055555555555,19.97885123206771,0.03930424699001287,19.863595533619957,0.04187787063489674,20.69060399983141,0.0565909861380558,19.766799621971643,0.05506780071710411,21.125178639679348,0.10241800437209513
55451.166666666664,20.069443880492486,0.04324832366793329,19.959372207621016,0.04698830989512338,20.777941232470596,0.06163671706057302,19.86684013228421,0.061953180827210526,21.20322748235725,0.11195500583450338
55454.27777777778,20.156193687533204,0.05025464135055571,20.0528798082143,0.05547879724345213,20.859536088673877,0.06934742082362756,19.965908834374716,0.0723322416569063,21.272389129110735,0.12459040996664748
55457.38888888889,20.229897651399966,0.06589991134715123,20.134662963197343,0.07239259840216138,20.926204714261416,0.08422064463674471,20.054343218128736,0.09025397487184872,21.323882205452378,0.14273501098050026
55460.5,20.279985654363088,0.09815121021159633,20.193881358088618,0.10521514657682679,20.96737664550514,0.11424981216048441,20.121081265001152,0.12256128932252523,21.34755972087578,0.17182198952998298
